customer_id,signup_date,initial_plan,internet_service,payment_method,acquisition_channel,cac
8644-XLFBW,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,41.55
0650-BWOZN,2022-07-01,Month-to-month,Fiber optic,Electronic check,organic,55.01
8625-AZYZY,2022-01-01,Month-to-month,Fiber optic,Electronic check,referral,59.88
7785-RDVIG,2023-10-01,Month-to-month,No,Mailed check,referral,57.07
9602-WCXPI,2019-11-01,One year,No,Credit card (automatic),organic,36.6
2903-YYTBW,2023-12-01,Month-to-month,DSL,Electronic check,referral,58.44
3620-MWJNE,2023-11-01,Month-to-month,DSL,Mailed check,organic,41.72
8573-JGCZW,2022-08-01,One year,No,Bank transfer (automatic),paid_social,203.74
6837-HAEVO,2018-04-01,Two year,Fiber optic,Electronic check,paid_search,134.12
6701-YVNQG,2018-01-01,Two year,DSL,Credit card (automatic),organic,52.15
9306-CPCBC,2023-10-01,Month-to-month,Fiber optic,Electronic check,referral,64.12
4304-XUMGI,2019-11-01,Two year,DSL,Bank transfer (automatic),organic,59.84
9504-YAZWB,2019-08-01,Two year,No,Mailed check,organic,34.59
8819-ZBYNA,2019-03-01,Two year,Fiber optic,Credit card (automatic),referral,56.93
6174-NRBTZ,2020-03-01,One year,DSL,Bank transfer (automatic),organic,43.3
9481-IEBZY,2018-01-01,Month-to-month,Fiber optic,Credit card (automatic),organic,34.84
1833-VGRUM,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,80.44
6137-NICCO,2023-07-01,Month-to-month,Fiber optic,Mailed check,referral,44.98
9065-ZCPQX,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_search,118.91
6402-EJMWF,2023-09-01,Month-to-month,DSL,Mailed check,referral,37.11
3620-EHIMZ,2019-09-01,Two year,No,Mailed check,referral,30.92
3213-VVOLG,2024-01-01,Two year,No,Mailed check,referral,79.6
6870-ECSHE,2023-11-01,One year,No,Mailed check,referral,74.77
8747-UDCOI,2018-08-01,Two year,No,Bank transfer (automatic),referral,39.4
8374-XGEJJ,2020-06-01,Month-to-month,Fiber optic,Electronic check,referral,56.28
2656-TABEH,2023-09-01,Month-to-month,Fiber optic,Electronic check,paid_social,254.65
6946-LMSQS,2021-12-01,One year,Fiber optic,Electronic check,organic,34.04
4626-OZDTJ,2019-10-01,One year,DSL,Credit card (automatic),organic,36.43
9169-BSVIN,2023-01-01,Month-to-month,DSL,Bank transfer (automatic),referral,67.46
2325-ZUSFD,2019-04-01,One year,DSL,Bank transfer (automatic),paid_search,108.17
8194-PEEBY,2022-01-01,One year,No,Mailed check,paid_social,181.38
6872-HXFNF,2018-09-01,One year,DSL,Bank transfer (automatic),paid_search,139.04
3932-CMDTD,2023-09-01,One year,Fiber optic,Electronic check,referral,85.5
7714-YXSMB,2021-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,148.98
8387-UGUSU,2022-10-01,Month-to-month,No,Mailed check,paid_social,178.07
1080-BWSYE,2018-09-01,Two year,No,Credit card (automatic),organic,34.15
4039-HEUNW,2021-01-01,Month-to-month,Fiber optic,Electronic check,paid_search,116.04
1194-HVAIF,2021-10-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,132.15
0812-WUPTB,2023-12-01,Month-to-month,Fiber optic,Mailed check,referral,51.13
3594-UVONA,2021-02-01,One year,DSL,Credit card (automatic),organic,23.39
0004-TLHLJ,2023-09-01,Month-to-month,Fiber optic,Electronic check,paid_search,146.2
1767-TGTKO,2023-05-01,Month-to-month,DSL,Electronic check,organic,20.85
8439-LTUGF,2023-03-01,Month-to-month,No,Credit card (automatic),referral,63.28
8805-JNRAZ,2023-11-01,Month-to-month,DSL,Mailed check,referral,78.65
5089-IFSDP,2019-03-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,207.65
6418-HNFED,2019-10-01,Two year,DSL,Credit card (automatic),organic,33.19
0206-OYVOC,2020-03-01,Two year,No,Mailed check,organic,41.65
7291-CDTMJ,2023-12-01,Month-to-month,No,Bank transfer (automatic),referral,33.34
7128-GGCNO,2020-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,247.15
0237-YFUTL,2019-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,52.26
7691-KGKGP,2019-08-01,Month-to-month,DSL,Credit card (automatic),paid_search,135.28
6710-HSJRD,2018-12-01,Month-to-month,Fiber optic,Electronic check,organic,35.16
3675-EQOZA,2023-08-01,Month-to-month,No,Bank transfer (automatic),paid_search,134.73
0840-DCNZE,2020-02-01,One year,DSL,Bank transfer (automatic),organic,38.71
1732-FEKLD,2019-07-01,One year,Fiber optic,Bank transfer (automatic),paid_search,79.1
9862-KJTYK,2022-06-01,Month-to-month,DSL,Credit card (automatic),referral,49.05
0479-HMSWA,2021-11-01,Two year,Fiber optic,Electronic check,paid_search,128.16
5854-KSRBJ,2018-03-01,Two year,No,Mailed check,organic,46.83
0365-BZUWY,2022-08-01,Month-to-month,Fiber optic,Electronic check,organic,47.61
4817-VYYWS,2021-07-01,Month-to-month,Fiber optic,Electronic check,organic,39.23
5701-SVCWR,2023-12-01,Month-to-month,No,Mailed check,organic,39.83
3129-AAQOU,2022-06-01,Two year,No,Mailed check,organic,58.7
4922-CVPDX,2021-11-01,Two year,DSL,Credit card (automatic),organic,37.08
1396-QWFBJ,2022-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,59.91
1357-BIJKI,2019-11-01,One year,Fiber optic,Electronic check,referral,49.23
1099-BTKWT,2018-05-01,One year,DSL,Electronic check,paid_social,209.25
5299-SJCZT,2023-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,93.61
2018-PZKMU,2023-04-01,Month-to-month,Fiber optic,Electronic check,referral,74.1
7340-KEFQE,2019-10-01,Two year,DSL,Bank transfer (automatic),paid_search,158.98
4570-QHXHL,2023-04-01,Month-to-month,DSL,Electronic check,paid_social,199.59
2403-BCASL,2020-08-01,One year,Fiber optic,Electronic check,paid_search,145.62
7392-YYPYJ,2022-03-01,Month-to-month,Fiber optic,Electronic check,organic,35.55
2898-LSJGD,2022-04-01,One year,DSL,Electronic check,referral,63.58
2223-GDSHL,2018-02-01,Two year,Fiber optic,Bank transfer (automatic),organic,24.43
7359-PTSXY,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,102.1
9470-RTWDV,2021-11-01,One year,DSL,Credit card (automatic),organic,44.6
2176-OSJUV,2018-02-01,Two year,DSL,Bank transfer (automatic),referral,45.46
9348-YVOMK,2023-09-01,Month-to-month,DSL,Credit card (automatic),organic,37.77
8104-OSKWT,2023-01-01,Month-to-month,Fiber optic,Electronic check,paid_social,246.35
4521-YEEHE,2022-07-01,Month-to-month,Fiber optic,Electronic check,organic,59.06
4090-KPJIP,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_search,132.33
3786-WOVKF,2018-01-01,One year,Fiber optic,Bank transfer (automatic),paid_search,145.79
4503-BDXBD,2023-02-01,Month-to-month,Fiber optic,Electronic check,organic,37.07
6086-ESGRL,2023-12-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,114.79
2592-HODOV,2022-12-01,One year,No,Credit card (automatic),referral,74.08
3886-CERTZ,2018-01-01,One year,Fiber optic,Electronic check,organic,48.31
7995-ZHHNZ,2020-07-01,One year,DSL,Credit card (automatic),organic,49.49
3824-RHKVR,2022-08-01,Month-to-month,No,Credit card (automatic),organic,56.49
5816-SCGFC,2023-06-01,Month-to-month,DSL,Mailed check,paid_search,155.99
5989-AXPUC,2018-05-01,Two year,Fiber optic,Mailed check,organic,27.52
4979-HPRFL,2019-05-01,Two year,No,Bank transfer (automatic),organic,55.68
8590-OHDIW,2020-11-01,One year,No,Mailed check,organic,40.48
8015-IHCGW,2018-01-01,Two year,Fiber optic,Electronic check,paid_social,226.9
2332-TODQS,2020-01-01,One year,No,Credit card (automatic),referral,70.41
9278-VZKCD,2019-09-01,Month-to-month,Fiber optic,Electronic check,referral,52.42
8008-OTEZX,2021-02-01,One year,No,Mailed check,paid_search,119.09
2773-OVBPK,2018-06-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,201.77
5999-LCXAO,2023-12-01,Month-to-month,DSL,Mailed check,paid_search,130.85
5206-XZZQI,2019-08-01,Month-to-month,Fiber optic,Mailed check,referral,53.68
4803-LBYPN,2021-03-01,Month-to-month,No,Mailed check,referral,37.57
5759-RCVCB,2023-10-01,Month-to-month,DSL,Credit card (automatic),referral,59.26
6372-RFVNS,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,223.54
2139-FQHLM,2022-06-01,Month-to-month,Fiber optic,Mailed check,paid_search,136.39
8261-GWDBQ,2019-01-01,Two year,Fiber optic,Bank transfer (automatic),referral,74.04
1093-YSWCA,2023-02-01,Two year,No,Credit card (automatic),paid_social,211.4
8938-UMKPI,2020-02-01,Month-to-month,Fiber optic,Electronic check,organic,39.33
0991-BRRFB,2022-07-01,Month-to-month,DSL,Electronic check,organic,37.32
3882-IYOIJ,2019-01-01,Two year,Fiber optic,Credit card (automatic),paid_search,194.77
8749-TZYEC,2018-01-01,Two year,No,Credit card (automatic),paid_social,239.8
1755-FZQEC,2020-10-01,One year,No,Mailed check,organic,36.49
3115-JPJDD,2019-02-01,One year,Fiber optic,Credit card (automatic),organic,36.98
5600-KTXFM,2023-11-01,Month-to-month,Fiber optic,Mailed check,organic,17.52
3871-IKPYH,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,131.09
6319-IEJWJ,2022-05-01,Month-to-month,Fiber optic,Electronic check,organic,45.35
9025-AOMKI,2023-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,124.83
6339-TBELP,2018-02-01,Two year,Fiber optic,Credit card (automatic),paid_search,156.99
7964-YESJC,2022-01-01,Month-to-month,DSL,Mailed check,organic,40.96
6173-GOLSU,2018-06-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,224.19
5275-SQEIZ,2023-12-01,Month-to-month,Fiber optic,Mailed check,organic,31.05
7716-YTYHG,2020-01-01,One year,Fiber optic,Mailed check,paid_search,127.32
9938-ZREHM,2020-12-01,One year,DSL,Mailed check,referral,76.15
7950-XWOVN,2023-02-01,Month-to-month,DSL,Mailed check,referral,69.55
4390-KYULV,2023-10-01,Month-to-month,No,Credit card (automatic),referral,73.38
4647-MUZON,2022-07-01,Month-to-month,Fiber optic,Credit card (automatic),organic,39.73
9702-AIUJO,2019-11-01,One year,DSL,Bank transfer (automatic),referral,51.23
8849-PRIQJ,2018-06-01,One year,Fiber optic,Electronic check,organic,62.83
8851-RAGOV,2021-12-01,Month-to-month,DSL,Mailed check,referral,53.09
1304-NECVQ,2023-11-01,Month-to-month,Fiber optic,Electronic check,organic,44.07
5396-IZEPB,2023-04-01,Month-to-month,No,Credit card (automatic),referral,79.32
1729-VLAZJ,2023-03-01,One year,DSL,Mailed check,paid_search,143.92
8285-ABVLB,2018-03-01,Two year,No,Credit card (automatic),paid_social,192.65
0701-TJSEF,2023-04-01,Month-to-month,DSL,Bank transfer (automatic),organic,36.56
5712-VBOXD,2023-09-01,Month-to-month,No,Credit card (automatic),paid_social,203.4
6629-LADHQ,2023-11-01,Month-to-month,DSL,Mailed check,paid_search,82.76
8945-GRKHX,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,57.08
1559-DTODC,2022-06-01,Month-to-month,DSL,Bank transfer (automatic),organic,32.57
4797-MIWUM,2023-06-01,Month-to-month,No,Bank transfer (automatic),paid_social,205.51
6959-UWKHF,2023-12-01,Month-to-month,DSL,Electronic check,organic,38.85
8720-RQSBJ,2023-12-01,Month-to-month,DSL,Electronic check,organic,34.94
4537-CIBHB,2023-04-01,One year,No,Mailed check,paid_search,146.54
3815-SLMEF,2023-10-01,Month-to-month,DSL,Mailed check,paid_search,138.6
5154-VEKBL,2023-04-01,Month-to-month,DSL,Mailed check,paid_social,231.82
4324-AHJKS,2023-08-01,Month-to-month,DSL,Credit card (automatic),referral,67.51
4355-CVPVS,2019-05-01,One year,Fiber optic,Bank transfer (automatic),referral,48.0
4495-LHSSK,2022-07-01,Month-to-month,DSL,Mailed check,referral,68.29
5655-JSMZM,2019-12-01,Month-to-month,Fiber optic,Electronic check,organic,38.03
5915-ANOEI,2018-03-01,Two year,DSL,Mailed check,paid_search,106.83
9861-PDSZP,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_social,231.97
4505-EXZHB,2023-07-01,Month-to-month,Fiber optic,Electronic check,organic,47.49
7225-CBZPL,2022-08-01,Month-to-month,Fiber optic,Electronic check,referral,73.44
6704-UTUKK,2021-08-01,Month-to-month,DSL,Electronic check,referral,71.51
4587-VVTOX,2023-07-01,Month-to-month,Fiber optic,Electronic check,organic,46.02
2019-HDCZY,2018-10-01,Two year,Fiber optic,Electronic check,paid_search,173.0
4652-NNHNY,2022-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,191.55
8788-DOXSU,2019-02-01,One year,DSL,Bank transfer (automatic),organic,33.2
7404-JLKQG,2023-10-01,Month-to-month,DSL,Electronic check,paid_search,133.12
7421-ZLUPA,2023-05-01,Month-to-month,DSL,Mailed check,paid_social,213.04
8972-HJWNV,2023-06-01,Month-to-month,Fiber optic,Electronic check,organic,39.08
3274-NSDWE,2018-05-01,Two year,No,Credit card (automatic),paid_social,229.73
2632-IVXVF,2018-05-01,Two year,Fiber optic,Credit card (automatic),paid_search,134.18
3692-JHONH,2019-09-01,One year,Fiber optic,Electronic check,paid_search,106.23
8915-NNTRC,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,41.17
5914-GXMDA,2021-05-01,One year,No,Mailed check,organic,36.35
7463-IFMQU,2018-01-01,Two year,No,Bank transfer (automatic),organic,39.98
2920-RNCEZ,2023-12-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,256.17
2541-YGPKE,2020-07-01,One year,DSL,Credit card (automatic),paid_social,227.77
8515-OCTJS,2021-12-01,Two year,No,Credit card (automatic),organic,33.3
5382-TEMLV,2020-04-01,Month-to-month,DSL,Bank transfer (automatic),referral,62.12
3441-CGZJH,2020-06-01,One year,DSL,Credit card (automatic),organic,33.16
9592-ERDKV,2020-12-01,One year,DSL,Mailed check,paid_search,98.44
2860-RANUS,2022-05-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,124.87
5261-QSHQM,2023-09-01,Month-to-month,DSL,Electronic check,paid_social,284.75
4778-IZARL,2018-10-01,Two year,Fiber optic,Credit card (automatic),paid_search,101.0
0432-CAJZV,2023-10-01,Month-to-month,Fiber optic,Mailed check,organic,40.77
7008-LZVOZ,2018-07-01,Two year,No,Credit card (automatic),referral,52.34
8868-WOZGU,2021-09-01,Month-to-month,Fiber optic,Electronic check,paid_search,151.33
1200-TUZHR,2023-05-01,Month-to-month,Fiber optic,Electronic check,paid_social,220.24
9365-CSLBQ,2018-02-01,Two year,No,Mailed check,referral,66.68
1334-FJSVR,2023-12-01,Month-to-month,DSL,Electronic check,organic,30.26
5884-FBCTL,2018-01-01,Two year,No,Bank transfer (automatic),organic,44.41
7130-CTCUS,2022-09-01,Month-to-month,DSL,Bank transfer (automatic),organic,38.44
6242-FEGFD,2018-07-01,Two year,Fiber optic,Mailed check,organic,31.34
7625-XCQRH,2023-02-01,Month-to-month,Fiber optic,Electronic check,referral,86.96
6194-HBGQN,2019-10-01,One year,DSL,Credit card (automatic),organic,34.35
7634-WSWDB,2023-05-01,Month-to-month,DSL,Electronic check,referral,62.72
6986-IXNDM,2022-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,244.01
1731-TVIUK,2023-09-01,Month-to-month,Fiber optic,Electronic check,paid_social,208.45
2987-BJXIK,2018-03-01,Two year,DSL,Mailed check,organic,35.66
9769-TSBZE,2018-03-01,Two year,DSL,Electronic check,paid_search,160.79
0406-BPDVR,2019-07-01,One year,Fiber optic,Credit card (automatic),paid_search,123.19
0618-XWMSS,2021-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,38.76
1395-WSWXR,2022-01-01,Two year,No,Mailed check,referral,49.96
6023-GSSXW,2018-04-01,Two year,DSL,Credit card (automatic),organic,41.43
6752-APNJL,2020-07-01,Month-to-month,DSL,Mailed check,referral,65.72
5276-KQWHG,2023-11-01,Month-to-month,Fiber optic,Electronic check,referral,41.12
0420-HLGXF,2020-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,186.05
7446-KQISO,2020-04-01,Two year,Fiber optic,Bank transfer (automatic),organic,38.28
9823-EALYC,2018-01-01,Two year,DSL,Bank transfer (automatic),referral,63.99
0582-AVCLN,2020-11-01,Two year,No,Mailed check,paid_search,98.83
5803-NQJZO,2018-01-01,Two year,DSL,Bank transfer (automatic),referral,55.72
2565-JSLRY,2023-12-01,Month-to-month,No,Mailed check,paid_social,222.94
2607-DHDAK,2018-01-01,Two year,No,Credit card (automatic),referral,75.39
1073-XXCZD,2019-06-01,Two year,No,Bank transfer (automatic),referral,62.01
0743-HRVFF,2019-10-01,One year,DSL,Electronic check,paid_search,129.2
4006-HKYHO,2018-10-01,Two year,DSL,Bank transfer (automatic),referral,76.82
3727-JEZTU,2023-12-01,Month-to-month,No,Mailed check,paid_search,112.54
8143-ETQTI,2022-02-01,Two year,No,Mailed check,organic,31.86
6689-KXGBO,2023-12-01,Month-to-month,DSL,Electronic check,organic,54.25
9667-TKTVZ,2023-11-01,Month-to-month,DSL,Mailed check,paid_search,143.21
3657-COGMW,2019-09-01,Month-to-month,Fiber optic,Credit card (automatic),referral,96.37
8570-KLJYJ,2021-01-01,One year,DSL,Mailed check,paid_social,235.56
7754-IXRMC,2023-12-01,Month-to-month,DSL,Mailed check,organic,49.12
9473-CBZOP,2021-09-01,One year,DSL,Mailed check,organic,41.39
2969-WGHQO,2023-06-01,One year,DSL,Electronic check,paid_social,230.22
6615-NGGZJ,2022-11-01,Month-to-month,Fiber optic,Electronic check,referral,56.98
4334-HOWRP,2018-01-01,Two year,DSL,Credit card (automatic),organic,49.57
4255-DDUOU,2023-12-01,Month-to-month,No,Mailed check,organic,43.49
5863-OOKCL,2023-03-01,Month-to-month,No,Mailed check,paid_search,143.53
1686-STUHN,2020-07-01,One year,No,Bank transfer (automatic),organic,37.79
1329-VHWNP,2023-06-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,128.38
2984-MIIZL,2023-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,224.24
0266-GMEAO,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_search,140.86
5590-YRFJT,2022-05-01,Month-to-month,DSL,Electronic check,paid_search,165.04
5574-NXZIU,2018-10-01,Two year,Fiber optic,Credit card (automatic),paid_social,208.23
0019-GFNTW,2019-05-01,Two year,DSL,Bank transfer (automatic),organic,41.14
4256-ZWTZI,2023-08-01,Month-to-month,DSL,Mailed check,paid_social,191.9
8309-PPCED,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,181.61
4098-NAUKP,2018-05-01,Month-to-month,Fiber optic,Electronic check,organic,66.21
5196-WPYOW,2018-06-01,One year,DSL,Mailed check,organic,49.95
4608-LCIMN,2023-05-01,Month-to-month,DSL,Bank transfer (automatic),referral,47.33
1485-YDHMM,2019-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,50.43
4054-CUMIA,2022-07-01,Month-to-month,No,Mailed check,paid_search,125.97
0603-TPMIB,2019-02-01,Two year,No,Mailed check,paid_search,157.07
2525-GVKQU,2019-01-01,Two year,No,Mailed check,organic,36.47
8161-QYMTT,2023-06-01,Month-to-month,Fiber optic,Electronic check,paid_social,209.29
9581-GVBXT,2019-02-01,One year,DSL,Mailed check,paid_search,133.07
5862-BRIXZ,2020-03-01,Two year,DSL,Bank transfer (automatic),referral,67.57
5404-GGUKR,2023-08-01,Month-to-month,DSL,Electronic check,organic,46.13
3308-JSGML,2019-02-01,Two year,DSL,Credit card (automatic),referral,59.01
2126-GSEGL,2018-03-01,Two year,DSL,Bank transfer (automatic),paid_social,235.06
3677-TNKIO,2022-11-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,112.57
0440-QEXBZ,2020-05-01,Month-to-month,DSL,Mailed check,referral,62.6
2434-EEVDB,2018-09-01,Two year,Fiber optic,Credit card (automatic),paid_search,171.04
6762-QVYJO,2019-03-01,Two year,DSL,Mailed check,paid_search,148.81
6199-IWKGC,2020-03-01,One year,Fiber optic,Electronic check,paid_search,142.51
2675-DHUTR,2019-03-01,Month-to-month,Fiber optic,Electronic check,organic,62.24
8152-VETUR,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,44.45
9667-EQRXU,2021-07-01,Month-to-month,DSL,Electronic check,organic,50.72
7446-YPODE,2023-02-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,251.38
9522-BNTHX,2021-03-01,Month-to-month,DSL,Electronic check,organic,52.51
4676-WLUHT,2019-07-01,Two year,DSL,Bank transfer (automatic),organic,46.55
3329-WDIOK,2023-10-01,Month-to-month,DSL,Electronic check,paid_search,147.85
7980-MHFLQ,2018-01-01,Two year,No,Mailed check,referral,50.96
2873-ZLIWT,2020-09-01,Month-to-month,Fiber optic,Electronic check,paid_social,110.0
3415-TAILE,2023-11-01,Month-to-month,DSL,Mailed check,organic,55.59
0757-WCUUZ,2019-07-01,Two year,DSL,Credit card (automatic),organic,42.53
1629-DQQVB,2022-11-01,Month-to-month,DSL,Bank transfer (automatic),organic,45.12
1915-IOFGU,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,69.06
3045-XETSH,2023-03-01,Month-to-month,Fiber optic,Electronic check,organic,34.2
0374-AACSZ,2023-12-01,Month-to-month,DSL,Electronic check,referral,61.45
7239-HZZCX,2023-12-01,Month-to-month,No,Mailed check,paid_search,134.92
4872-VXRIL,2019-05-01,One year,DSL,Bank transfer (automatic),referral,26.61
9140-CZQZZ,2018-05-01,Two year,DSL,Bank transfer (automatic),paid_search,112.66
3423-HHXAO,2022-11-01,One year,No,Mailed check,organic,65.9
9938-TKDGL,2018-05-01,Two year,Fiber optic,Electronic check,referral,56.67
0531-ZZJWQ,2019-06-01,Month-to-month,Fiber optic,Electronic check,paid_social,239.79
6537-QLGEX,2022-09-01,Month-to-month,DSL,Electronic check,paid_social,255.64
2688-BHGOG,2023-04-01,Month-to-month,Fiber optic,Electronic check,paid_search,183.36
7683-CBDKJ,2022-11-01,Month-to-month,DSL,Electronic check,paid_social,261.7
0946-CLJTI,2019-03-01,Month-to-month,Fiber optic,Electronic check,organic,43.24
3160-TYXLT,2019-08-01,Month-to-month,DSL,Bank transfer (automatic),organic,41.37
1325-USMEC,2018-03-01,Two year,Fiber optic,Credit card (automatic),referral,65.57
0916-QOFDP,2022-11-01,Month-to-month,Fiber optic,Electronic check,referral,78.76
0628-CNQRM,2022-03-01,One year,DSL,Bank transfer (automatic),paid_social,232.18
5606-AMZBO,2023-03-01,Month-to-month,Fiber optic,Credit card (automatic),referral,51.34
6199-IPCAO,2021-08-01,Two year,No,Mailed check,organic,53.77
7665-TOALD,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,161.47
0112-QWPNC,2019-12-01,One year,DSL,Electronic check,organic,35.57
0324-BRPCJ,2018-05-01,Month-to-month,Fiber optic,Electronic check,paid_social,241.81
2777-PHDEI,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,40.24
5640-CAXOA,2021-07-01,One year,DSL,Credit card (automatic),organic,32.71
2235-EZAIK,2018-01-01,Two year,DSL,Credit card (automatic),organic,40.5
3847-BAERP,2023-03-01,Month-to-month,No,Mailed check,referral,47.82
1196-AMORA,2023-06-01,Month-to-month,Fiber optic,Electronic check,paid_search,145.56
4282-YMKNA,2023-04-01,Month-to-month,Fiber optic,Electronic check,organic,36.52
1453-RZFON,2023-12-01,Month-to-month,DSL,Mailed check,organic,45.54
8263-OKETD,2022-05-01,Month-to-month,DSL,Credit card (automatic),paid_search,163.11
0670-KDOMA,2023-12-01,Month-to-month,No,Mailed check,paid_search,171.11
2476-YGEFM,2021-08-01,Month-to-month,Fiber optic,Credit card (automatic),organic,39.05
8687-BAFGU,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,78.3
0641-EVBOJ,2023-10-01,Month-to-month,Fiber optic,Mailed check,organic,34.48
0829-XXPLX,2022-05-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,37.43
9974-JFBHQ,2018-09-01,Month-to-month,Fiber optic,Credit card (automatic),referral,50.83
5356-RHIPP,2023-12-01,Month-to-month,No,Mailed check,organic,39.13
6624-JDRDS,2023-07-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,204.45
0608-JDVEC,2019-11-01,Two year,No,Electronic check,organic,35.32
9780-FKVVF,2023-07-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,133.98
1919-RTPQD,2023-06-01,Month-to-month,DSL,Electronic check,paid_search,153.65
5214-NLTIT,2018-01-01,Two year,Fiber optic,Credit card (automatic),referral,61.98
3345-PBBFH,2023-05-01,Month-to-month,DSL,Bank transfer (automatic),referral,67.72
5055-BRMNE,2018-06-01,Two year,Fiber optic,Credit card (automatic),organic,49.36
9189-JWSHV,2022-01-01,Month-to-month,Fiber optic,Electronic check,organic,46.79
2190-PHBHR,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,41.68
2650-GYRYL,2021-04-01,One year,No,Bank transfer (automatic),paid_social,216.4
0746-JTRFU,2023-11-01,Month-to-month,DSL,Electronic check,organic,28.76
5208-FVQKB,2018-03-01,Two year,DSL,Mailed check,organic,45.28
7184-LRUUR,2022-03-01,One year,DSL,Bank transfer (automatic),paid_search,130.86
6627-CFOSN,2019-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,71.85
3982-JGSFD,2021-01-01,One year,No,Credit card (automatic),referral,60.47
1574-DYCWE,2019-10-01,Two year,No,Mailed check,organic,27.91
7247-XOZPB,2019-08-01,One year,DSL,Bank transfer (automatic),organic,42.07
2466-FCCPT,2022-05-01,One year,No,Bank transfer (automatic),paid_search,155.08
6211-WWLTF,2018-10-01,Two year,Fiber optic,Credit card (automatic),organic,40.73
4826-TZEVA,2020-09-01,Month-to-month,Fiber optic,Credit card (automatic),organic,34.57
6016-NXBNJ,2021-02-01,One year,No,Mailed check,paid_search,132.61
9138-EFSMO,2021-11-01,One year,Fiber optic,Bank transfer (automatic),organic,32.25
0576-WNXXC,2021-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,237.0
4632-XJMEX,2019-08-01,One year,DSL,Credit card (automatic),organic,33.55
8910-LEDAG,2021-03-01,Month-to-month,Fiber optic,Credit card (automatic),referral,42.98
3452-GWUIN,2022-06-01,Month-to-month,Fiber optic,Electronic check,referral,76.11
2716-GFZOR,2020-06-01,Month-to-month,Fiber optic,Credit card (automatic),referral,53.56
3724-UCSHY,2023-07-01,Month-to-month,No,Mailed check,paid_search,199.82
8626-XHBIE,2019-05-01,Two year,No,Mailed check,organic,60.13
4628-CTTLA,2019-04-01,Month-to-month,DSL,Electronic check,referral,52.21
3192-LNKRK,2021-03-01,Month-to-month,Fiber optic,Mailed check,paid_search,130.04
4439-YRNVD,2023-03-01,Month-to-month,DSL,Electronic check,organic,37.7
2876-VBBBL,2023-12-01,Month-to-month,No,Mailed check,referral,91.63
6834-NXDCA,2022-12-01,Month-to-month,DSL,Electronic check,referral,74.03
2208-UGTGR,2019-05-01,Month-to-month,Fiber optic,Electronic check,referral,43.8
3005-TYFRD,2019-06-01,Month-to-month,Fiber optic,Credit card (automatic),referral,52.82
8670-MEFCP,2021-01-01,Two year,DSL,Credit card (automatic),paid_search,151.86
3079-BCHLN,2020-02-01,One year,No,Bank transfer (automatic),paid_search,150.54
7777-UNYHB,2023-01-01,Month-to-month,No,Credit card (automatic),paid_social,182.61
