customer_id,signup_date,initial_plan,acquisition_channel,cac,country
RETAIL-15218,2010-01-01,n/a,organic,30.8,United Kingdom
RETAIL-15219,2010-03-01,n/a,organic,57.67,United Kingdom
RETAIL-15220,2011-03-01,n/a,paid_search,153.53,United Kingdom
RETAIL-15221,2010-03-01,n/a,referral,63.34,United Kingdom
RETAIL-15222,2009-12-01,n/a,organic,25.74,United Kingdom
RETAIL-15223,2009-12-01,n/a,paid_search,127.67,United Kingdom
RETAIL-15224,2010-01-01,n/a,paid_search,147.52,United Kingdom
RETAIL-15225,2011-04-01,n/a,organic,44.15,United Kingdom
RETAIL-15226,2011-02-01,n/a,organic,28.28,United Kingdom
RETAIL-15227,2010-03-01,n/a,referral,52.97,United Kingdom
RETAIL-15228,2010-07-01,n/a,paid_social,248.27,United Kingdom
RETAIL-15229,2010-05-01,n/a,organic,41.61,United Kingdom
RETAIL-15230,2011-04-01,n/a,referral,71.13,United Kingdom
RETAIL-15231,2010-03-01,n/a,organic,29.59,United Kingdom
RETAIL-15232,2011-07-01,n/a,paid_search,116.53,United Kingdom
RETAIL-15233,2010-11-01,n/a,paid_social,266.02,United Kingdom
RETAIL-15234,2011-03-01,n/a,organic,40.29,United Kingdom
RETAIL-15235,2010-11-01,n/a,paid_social,233.91,United Kingdom
RETAIL-15236,2011-02-01,n/a,paid_search,177.31,United Kingdom
RETAIL-15237,2011-04-01,n/a,organic,38.34,United Kingdom
RETAIL-15238,2011-06-01,n/a,paid_social,161.22,United Kingdom
RETAIL-15239,2011-09-01,n/a,organic,35.41,United Kingdom
RETAIL-15240,2009-12-01,n/a,paid_search,125.61,United Kingdom
RETAIL-15241,2010-02-01,n/a,organic,44.96,United Kingdom
RETAIL-15242,2010-10-01,n/a,referral,50.17,United Kingdom
RETAIL-15243,2010-09-01,n/a,referral,48.6,United Kingdom
RETAIL-15244,2010-02-01,n/a,paid_social,212.75,United Kingdom
RETAIL-15245,2010-04-01,n/a,paid_social,251.51,United Kingdom
RETAIL-15246,2010-06-01,n/a,referral,65.15,United Kingdom
RETAIL-15247,2010-06-01,n/a,organic,54.83,United Kingdom
RETAIL-15248,2010-06-01,n/a,referral,51.86,United Kingdom
RETAIL-15249,2010-03-01,n/a,referral,56.57,United Kingdom
RETAIL-15250,2010-03-01,n/a,paid_social,191.52,United Kingdom
RETAIL-15251,2010-01-01,n/a,paid_search,167.57,United Kingdom
RETAIL-15252,2010-04-01,n/a,referral,30.34,United Kingdom
RETAIL-15253,2010-05-01,n/a,referral,71.44,United Kingdom
RETAIL-15254,2009-12-01,n/a,paid_search,196.09,United Kingdom
RETAIL-15255,2009-12-01,n/a,organic,34.03,United Kingdom
RETAIL-15256,2010-05-01,n/a,paid_social,239.72,United Kingdom
RETAIL-15257,2010-10-01,n/a,paid_search,80.17,United Kingdom
RETAIL-15258,2011-05-01,n/a,referral,59.97,United Kingdom
RETAIL-15259,2010-01-01,n/a,paid_search,116.77,United Kingdom
RETAIL-15260,2009-12-01,n/a,referral,58.24,United Kingdom
RETAIL-15261,2010-10-01,n/a,organic,48.65,United Kingdom
RETAIL-15262,2010-08-01,n/a,referral,66.68,United Kingdom
RETAIL-15263,2011-08-01,n/a,organic,40.72,United Kingdom
RETAIL-15264,2010-06-01,n/a,organic,39.59,United Kingdom
RETAIL-15265,2009-12-01,n/a,referral,63.07,United Kingdom
RETAIL-15266,2010-01-01,n/a,paid_social,203.34,United Kingdom
RETAIL-15267,2011-06-01,n/a,organic,61.6,United Kingdom
RETAIL-15268,2010-04-01,n/a,referral,50.04,United Kingdom
RETAIL-15269,2010-11-01,n/a,paid_social,223.24,United Kingdom
RETAIL-15270,2009-12-01,n/a,paid_social,246.44,United Kingdom
RETAIL-15271,2010-08-01,n/a,paid_social,195.31,United Kingdom
RETAIL-15272,2010-02-01,n/a,paid_search,136.68,United Kingdom
RETAIL-15273,2010-04-01,n/a,paid_search,171.56,United Kingdom
RETAIL-15274,2011-11-01,n/a,paid_search,129.61,United Kingdom
RETAIL-15275,2011-11-01,n/a,paid_search,151.51,United Kingdom
RETAIL-15276,2010-10-01,n/a,referral,88.75,United Kingdom
RETAIL-15277,2010-10-01,n/a,referral,53.6,United Kingdom
RETAIL-15278,2010-02-01,n/a,organic,18.39,United Kingdom
RETAIL-15279,2010-02-01,n/a,organic,33.14,United Kingdom
RETAIL-15280,2010-05-01,n/a,referral,74.0,United Kingdom
RETAIL-15281,2010-10-01,n/a,paid_search,123.38,United Kingdom
RETAIL-15282,2010-05-01,n/a,paid_search,156.15,United Kingdom
RETAIL-15283,2010-07-01,n/a,organic,21.95,United Kingdom
RETAIL-15284,2010-07-01,n/a,paid_social,319.88,United Kingdom
RETAIL-15285,2010-10-01,n/a,organic,36.78,United Kingdom
RETAIL-15286,2011-10-01,n/a,paid_social,225.32,United Kingdom
RETAIL-15287,2009-12-01,n/a,paid_search,111.09,United Kingdom
RETAIL-15288,2010-02-01,n/a,paid_search,163.1,United Kingdom
RETAIL-15289,2010-03-01,n/a,referral,86.25,United Kingdom
RETAIL-15290,2010-02-01,n/a,paid_social,231.98,United Kingdom
RETAIL-15291,2009-12-01,n/a,organic,37.62,United Kingdom
RETAIL-15292,2011-05-01,n/a,organic,77.63,United Kingdom
RETAIL-15293,2010-02-01,n/a,referral,51.17,United Kingdom
RETAIL-15294,2010-10-01,n/a,organic,43.32,United Kingdom
RETAIL-15295,2010-02-01,n/a,referral,61.39,United Kingdom
RETAIL-15296,2010-01-01,n/a,referral,48.33,United Kingdom
RETAIL-15297,2011-10-01,n/a,organic,57.67,United Kingdom
RETAIL-15298,2009-12-01,n/a,paid_social,194.16,United Kingdom
RETAIL-15299,2009-12-01,n/a,paid_search,70.0,United Kingdom
RETAIL-15300,2011-10-01,n/a,organic,52.75,United Kingdom
RETAIL-15301,2010-09-01,n/a,paid_search,93.87,United Kingdom
RETAIL-15302,2009-12-01,n/a,referral,75.08,United Kingdom
RETAIL-15303,2010-01-01,n/a,paid_search,188.04,United Kingdom
RETAIL-15304,2010-10-01,n/a,paid_search,146.23,United Kingdom
RETAIL-15305,2010-06-01,n/a,paid_social,222.18,United Kingdom
RETAIL-15306,2010-02-01,n/a,organic,35.52,United Kingdom
RETAIL-15307,2011-09-01,n/a,paid_social,210.66,United Kingdom
RETAIL-15308,2011-03-01,n/a,referral,55.25,United Kingdom
RETAIL-15309,2009-12-01,n/a,organic,44.63,United Kingdom
RETAIL-15310,2010-08-01,n/a,referral,44.3,United Kingdom
RETAIL-15311,2009-12-01,n/a,referral,78.89,United Kingdom
RETAIL-15312,2009-12-01,n/a,paid_social,169.08,United Kingdom
RETAIL-15313,2011-08-01,n/a,referral,73.18,United Kingdom
RETAIL-15314,2010-10-01,n/a,organic,56.42,United Kingdom
RETAIL-15315,2011-08-01,n/a,paid_search,119.1,United Kingdom
RETAIL-15316,2011-01-01,n/a,referral,47.32,United Kingdom
RETAIL-15317,2009-12-01,n/a,paid_social,166.55,United Kingdom
RETAIL-15318,2011-12-01,n/a,organic,41.6,United Kingdom
RETAIL-15319,2011-03-01,n/a,paid_social,230.03,United Kingdom
RETAIL-15320,2011-10-01,n/a,paid_social,216.94,United Kingdom
RETAIL-15321,2009-12-01,n/a,organic,41.95,United Kingdom
RETAIL-15322,2010-08-01,n/a,referral,76.98,United Kingdom
RETAIL-15323,2010-02-01,n/a,organic,44.86,United Kingdom
RETAIL-15324,2010-01-01,n/a,referral,62.84,United Kingdom
RETAIL-15325,2010-02-01,n/a,organic,24.98,United Kingdom
RETAIL-15326,2009-12-01,n/a,paid_social,128.13,United Kingdom
RETAIL-15327,2011-10-01,n/a,organic,31.84,United Kingdom
RETAIL-15328,2010-10-01,n/a,paid_search,197.82,United Kingdom
RETAIL-15329,2009-12-01,n/a,paid_search,168.53,United Kingdom
RETAIL-15330,2011-10-01,n/a,referral,98.9,United Kingdom
RETAIL-15331,2010-04-01,n/a,organic,43.22,United Kingdom
RETAIL-15332,2010-07-01,n/a,paid_social,145.07,Lithuania
RETAIL-15333,2011-05-01,n/a,organic,45.29,United Kingdom
RETAIL-15334,2011-06-01,n/a,organic,30.78,United Kingdom
RETAIL-15335,2011-10-01,n/a,referral,84.59,United Kingdom
RETAIL-15336,2010-11-01,n/a,paid_search,170.52,United Kingdom
RETAIL-15337,2010-10-01,n/a,referral,52.09,United Kingdom
RETAIL-15338,2010-01-01,n/a,organic,36.68,United Kingdom
RETAIL-15339,2010-02-01,n/a,paid_search,131.09,United Kingdom
RETAIL-15340,2010-05-01,n/a,paid_search,157.63,United Kingdom
RETAIL-15341,2010-05-01,n/a,paid_search,154.71,United Kingdom
RETAIL-15342,2011-08-01,n/a,referral,56.18,United Kingdom
RETAIL-15343,2011-09-01,n/a,referral,47.48,United Kingdom
RETAIL-15344,2011-09-01,n/a,organic,38.66,United Kingdom
RETAIL-15345,2011-10-01,n/a,referral,61.94,United Kingdom
RETAIL-15346,2010-10-01,n/a,paid_search,99.65,United Kingdom
RETAIL-15347,2010-09-01,n/a,referral,60.71,United Kingdom
RETAIL-15348,2011-09-01,n/a,paid_social,209.22,United Kingdom
RETAIL-15349,2011-06-01,n/a,organic,38.38,United Kingdom
RETAIL-15350,2010-11-01,n/a,paid_social,217.6,United Kingdom
RETAIL-15351,2010-10-01,n/a,paid_search,156.91,United Kingdom
RETAIL-15352,2010-06-01,n/a,paid_social,241.25,United Kingdom
RETAIL-15353,2009-12-01,n/a,paid_social,176.69,United Kingdom
RETAIL-15354,2010-04-01,n/a,organic,46.75,United Kingdom
RETAIL-15355,2011-10-01,n/a,paid_social,240.7,United Kingdom
RETAIL-15356,2010-10-01,n/a,referral,70.56,United Kingdom
RETAIL-15357,2010-01-01,n/a,paid_search,137.11,Unspecified
RETAIL-15358,2009-12-01,n/a,paid_social,209.24,United Kingdom
RETAIL-15359,2010-01-01,n/a,paid_search,174.54,United Kingdom
RETAIL-15360,2011-10-01,n/a,paid_search,175.05,United Kingdom
RETAIL-15361,2010-06-01,n/a,organic,40.93,United Kingdom
RETAIL-15362,2009-12-01,n/a,paid_search,125.43,United Kingdom
RETAIL-15363,2010-08-01,n/a,organic,41.52,United Kingdom
RETAIL-15364,2011-03-01,n/a,referral,61.26,United Kingdom
RETAIL-15365,2010-02-01,n/a,referral,38.97,United Kingdom
RETAIL-15366,2010-02-01,n/a,paid_social,202.26,United Kingdom
RETAIL-15367,2009-12-01,n/a,paid_search,126.41,United Kingdom
RETAIL-15368,2010-11-01,n/a,paid_search,146.66,United Kingdom
RETAIL-15369,2009-12-01,n/a,organic,25.85,United Kingdom
RETAIL-15370,2010-10-01,n/a,referral,48.41,United Kingdom
RETAIL-15371,2010-02-01,n/a,paid_social,215.05,United Kingdom
RETAIL-15372,2010-02-01,n/a,organic,29.43,United Kingdom
RETAIL-15373,2010-05-01,n/a,paid_social,254.48,United Kingdom
RETAIL-15374,2010-03-01,n/a,referral,80.26,United Kingdom
RETAIL-15375,2010-01-01,n/a,referral,76.55,United Kingdom
RETAIL-15376,2011-05-01,n/a,referral,57.7,United Kingdom
RETAIL-15377,2010-10-01,n/a,referral,58.07,United Kingdom
RETAIL-15378,2010-07-01,n/a,referral,57.6,United Kingdom
RETAIL-15379,2010-11-01,n/a,referral,60.34,United Kingdom
RETAIL-15380,2009-12-01,n/a,paid_search,158.47,United Kingdom
RETAIL-15381,2010-05-01,n/a,organic,43.06,United Kingdom
RETAIL-15382,2009-12-01,n/a,organic,24.06,United Kingdom
RETAIL-15383,2010-01-01,n/a,referral,35.98,United Kingdom
RETAIL-15384,2010-04-01,n/a,organic,42.54,United Kingdom
RETAIL-15385,2010-01-01,n/a,referral,72.82,United Kingdom
RETAIL-15386,2011-06-01,n/a,referral,50.59,United Kingdom
RETAIL-15387,2010-08-01,n/a,paid_search,131.3,United Kingdom
RETAIL-15388,2011-03-01,n/a,organic,33.31,Canada
RETAIL-15389,2010-01-01,n/a,referral,62.11,United Kingdom
RETAIL-15390,2010-10-01,n/a,paid_search,138.86,Canada
RETAIL-15391,2010-05-01,n/a,referral,23.82,United Kingdom
RETAIL-15392,2010-10-01,n/a,paid_social,239.5,United Kingdom
RETAIL-15393,2009-12-01,n/a,paid_search,157.34,United Kingdom
RETAIL-15394,2009-12-01,n/a,organic,31.81,United Kingdom
RETAIL-15395,2011-01-01,n/a,referral,63.36,United Kingdom
RETAIL-15396,2010-05-01,n/a,paid_search,152.55,United Kingdom
RETAIL-15397,2011-02-01,n/a,referral,79.17,United Kingdom
RETAIL-15398,2011-09-01,n/a,paid_search,171.41,United Kingdom
RETAIL-15399,2011-09-01,n/a,paid_social,251.11,United Kingdom
RETAIL-15400,2010-05-01,n/a,paid_search,147.84,United Kingdom
RETAIL-15401,2010-05-01,n/a,referral,28.0,United Kingdom
RETAIL-15402,2010-04-01,n/a,paid_social,195.94,United Kingdom
RETAIL-15403,2009-12-01,n/a,referral,81.76,United Kingdom
RETAIL-15404,2010-11-01,n/a,organic,46.28,United Kingdom
RETAIL-15405,2010-05-01,n/a,organic,33.14,United Kingdom
RETAIL-15406,2010-09-01,n/a,paid_search,119.14,United Kingdom
RETAIL-15407,2011-02-01,n/a,paid_social,210.06,United Kingdom
RETAIL-15408,2011-03-01,n/a,paid_search,96.76,United Kingdom
RETAIL-15409,2009-12-01,n/a,organic,31.34,United Kingdom
RETAIL-15410,2010-04-01,n/a,paid_social,179.32,United Kingdom
RETAIL-15411,2011-06-01,n/a,referral,66.77,United Kingdom
RETAIL-15412,2011-06-01,n/a,organic,33.15,United Kingdom
RETAIL-15413,2009-12-01,n/a,paid_search,162.44,United Kingdom
RETAIL-15414,2011-04-01,n/a,referral,49.51,United Kingdom
RETAIL-15415,2011-01-01,n/a,organic,40.41,United Kingdom
RETAIL-15416,2010-02-01,n/a,paid_search,133.23,United Kingdom
RETAIL-15417,2011-09-01,n/a,paid_search,132.86,United Kingdom
RETAIL-15418,2010-05-01,n/a,paid_social,200.63,United Kingdom
RETAIL-15419,2011-11-01,n/a,organic,67.09,United Kingdom
RETAIL-15420,2009-12-01,n/a,paid_social,206.13,United Kingdom
RETAIL-15421,2009-12-01,n/a,paid_search,134.33,United Kingdom
RETAIL-15422,2010-02-01,n/a,organic,18.82,United Kingdom
RETAIL-15423,2010-03-01,n/a,referral,37.3,United Kingdom
RETAIL-15424,2010-09-01,n/a,paid_search,101.58,United Kingdom
RETAIL-15425,2010-02-01,n/a,referral,76.65,United Kingdom
RETAIL-15426,2010-05-01,n/a,organic,39.64,United Kingdom
RETAIL-15427,2011-10-01,n/a,paid_social,203.7,United Kingdom
RETAIL-15428,2009-12-01,n/a,organic,37.43,United Kingdom
RETAIL-15429,2011-09-01,n/a,referral,63.74,United Kingdom
RETAIL-15430,2010-06-01,n/a,referral,68.5,United Kingdom
RETAIL-15431,2010-07-01,n/a,paid_social,244.96,United Kingdom
RETAIL-15432,2010-06-01,n/a,paid_search,131.74,United Kingdom
RETAIL-15433,2011-03-01,n/a,referral,56.11,United Kingdom
RETAIL-15434,2010-01-01,n/a,paid_social,234.88,United Kingdom
RETAIL-15435,2011-11-01,n/a,referral,48.59,United Kingdom
RETAIL-15436,2011-04-01,n/a,paid_search,75.25,United Kingdom
RETAIL-15437,2010-03-01,n/a,organic,49.27,United Kingdom
RETAIL-15438,2011-07-01,n/a,paid_search,131.43,United Kingdom
RETAIL-15439,2010-02-01,n/a,paid_search,118.83,United Kingdom
RETAIL-15440,2011-05-01,n/a,paid_social,246.57,United Kingdom
RETAIL-15441,2009-12-01,n/a,referral,72.47,United Kingdom
RETAIL-15442,2011-04-01,n/a,organic,36.15,United Kingdom
RETAIL-15443,2010-03-01,n/a,paid_search,188.68,United Kingdom
RETAIL-15444,2011-10-01,n/a,paid_social,224.49,United Kingdom
RETAIL-15445,2010-04-01,n/a,referral,46.33,United Kingdom
RETAIL-15446,2009-12-01,n/a,organic,15.3,United Kingdom
RETAIL-15447,2010-03-01,n/a,organic,52.97,United Kingdom
RETAIL-15448,2010-02-01,n/a,paid_social,257.54,United Kingdom
RETAIL-15449,2011-03-01,n/a,organic,28.98,United Kingdom
RETAIL-15450,2011-11-01,n/a,organic,39.21,United Kingdom
RETAIL-15451,2010-04-01,n/a,organic,26.22,United Kingdom
RETAIL-15452,2010-07-01,n/a,paid_social,223.98,United Kingdom
RETAIL-15453,2011-06-01,n/a,referral,72.91,United Kingdom
RETAIL-15454,2010-03-01,n/a,paid_search,153.13,United Kingdom
RETAIL-15455,2010-04-01,n/a,paid_search,136.23,United Kingdom
RETAIL-15456,2009-12-01,n/a,referral,36.07,United Kingdom
RETAIL-15457,2011-03-01,n/a,paid_search,145.85,United Kingdom
RETAIL-15458,2010-11-01,n/a,referral,46.75,United Kingdom
RETAIL-15459,2010-07-01,n/a,referral,39.2,United Kingdom
RETAIL-15460,2010-12-01,n/a,referral,78.77,United Kingdom
RETAIL-15461,2009-12-01,n/a,organic,28.92,United Kingdom
RETAIL-15462,2010-09-01,n/a,paid_search,160.34,United Kingdom
RETAIL-15463,2011-11-01,n/a,organic,34.86,United Kingdom
RETAIL-15464,2011-01-01,n/a,organic,48.3,United Kingdom
RETAIL-15465,2009-12-01,n/a,paid_social,253.79,United Kingdom
RETAIL-15466,2009-12-01,n/a,referral,34.91,United Kingdom
RETAIL-15467,2011-07-01,n/a,organic,48.15,United Kingdom
RETAIL-15468,2010-11-01,n/a,paid_search,122.33,United Kingdom
RETAIL-15469,2010-09-01,n/a,referral,43.67,United Kingdom
RETAIL-15470,2010-05-01,n/a,organic,33.84,United Kingdom
RETAIL-15471,2010-06-01,n/a,referral,69.46,United Kingdom
RETAIL-15472,2011-08-01,n/a,paid_search,135.8,United Kingdom
RETAIL-15473,2010-09-01,n/a,organic,44.76,United Kingdom
RETAIL-15474,2010-04-01,n/a,paid_social,237.6,United Kingdom
RETAIL-15475,2011-09-01,n/a,paid_search,132.6,United Kingdom
RETAIL-15476,2010-09-01,n/a,referral,63.28,United Kingdom
RETAIL-15477,2010-02-01,n/a,paid_social,245.73,United Kingdom
RETAIL-15478,2010-05-01,n/a,organic,36.07,United Kingdom
RETAIL-15479,2009-12-01,n/a,organic,40.88,United Kingdom
RETAIL-15480,2010-02-01,n/a,paid_social,217.66,Malta
RETAIL-15481,2010-11-01,n/a,referral,91.42,Norway
RETAIL-15482,2009-12-01,n/a,organic,41.3,United Kingdom
RETAIL-15483,2010-01-01,n/a,paid_search,205.28,United Kingdom
RETAIL-15484,2009-12-01,n/a,paid_search,143.53,United Kingdom
RETAIL-15485,2009-12-01,n/a,paid_search,91.32,United Kingdom
RETAIL-15486,2010-06-01,n/a,organic,45.92,United Kingdom
RETAIL-15487,2010-01-01,n/a,organic,33.64,United Kingdom
RETAIL-15488,2010-05-01,n/a,referral,86.39,United Kingdom
RETAIL-15489,2010-01-01,n/a,organic,38.44,United Kingdom
RETAIL-15490,2010-10-01,n/a,organic,41.91,United Kingdom
RETAIL-15491,2011-04-01,n/a,paid_search,162.07,United Kingdom
RETAIL-15492,2011-09-01,n/a,referral,68.85,United Kingdom
RETAIL-15493,2010-02-01,n/a,organic,40.64,United Kingdom
RETAIL-15494,2009-12-01,n/a,paid_social,176.65,United Kingdom
RETAIL-15495,2010-11-01,n/a,referral,69.89,United Kingdom
RETAIL-15496,2010-03-01,n/a,paid_social,169.43,United Kingdom
RETAIL-15497,2009-12-01,n/a,paid_search,207.92,United Kingdom
RETAIL-15498,2009-12-01,n/a,paid_search,117.15,United Kingdom
RETAIL-15499,2009-12-01,n/a,referral,33.83,United Kingdom
RETAIL-15500,2011-09-01,n/a,paid_search,230.82,United Kingdom
RETAIL-15501,2010-10-01,n/a,organic,31.82,United Kingdom
RETAIL-15502,2010-06-01,n/a,organic,56.85,United Kingdom
RETAIL-15503,2009-12-01,n/a,paid_social,288.51,United Kingdom
RETAIL-15504,2010-02-01,n/a,organic,35.16,United Kingdom
RETAIL-15505,2011-07-01,n/a,referral,47.36,United Kingdom
RETAIL-15506,2010-08-01,n/a,paid_search,140.04,United Kingdom
RETAIL-15507,2011-06-01,n/a,referral,55.29,United Kingdom
RETAIL-15508,2011-04-01,n/a,referral,57.45,United Kingdom
RETAIL-15509,2010-11-01,n/a,paid_social,233.57,United Kingdom
RETAIL-15510,2011-01-01,n/a,organic,47.26,United Kingdom
RETAIL-15511,2011-09-01,n/a,organic,41.76,United Kingdom
RETAIL-15512,2010-02-01,n/a,paid_social,235.52,United Kingdom
RETAIL-15513,2010-01-01,n/a,organic,51.87,United Kingdom
RETAIL-15514,2009-12-01,n/a,referral,40.27,United Kingdom
RETAIL-15515,2010-11-01,n/a,paid_social,214.16,United Kingdom
RETAIL-15516,2011-10-01,n/a,referral,46.64,United Kingdom
RETAIL-15517,2011-04-01,n/a,paid_social,203.95,United Kingdom
RETAIL-15518,2009-12-01,n/a,paid_social,320.51,United Kingdom
RETAIL-15519,2010-09-01,n/a,paid_social,180.8,United Kingdom
RETAIL-15520,2011-12-01,n/a,organic,18.03,United Kingdom
RETAIL-15521,2010-01-01,n/a,organic,60.1,United Kingdom
RETAIL-15522,2011-09-01,n/a,paid_search,167.3,United Kingdom
RETAIL-15523,2009-12-01,n/a,paid_social,217.8,United Kingdom
RETAIL-15524,2010-04-01,n/a,organic,37.6,United Kingdom
RETAIL-15525,2010-11-01,n/a,organic,27.48,United Kingdom
RETAIL-15526,2011-11-01,n/a,organic,41.0,United Kingdom
RETAIL-15527,2009-12-01,n/a,organic,62.14,United Kingdom
RETAIL-15528,2011-03-01,n/a,referral,47.85,United Kingdom
RETAIL-15529,2010-11-01,n/a,referral,75.24,United Kingdom
RETAIL-15530,2010-07-01,n/a,paid_search,127.18,United Kingdom
RETAIL-15531,2011-11-01,n/a,organic,44.74,United Kingdom
RETAIL-15532,2010-06-01,n/a,organic,27.48,United Kingdom
RETAIL-15533,2011-09-01,n/a,organic,35.11,United Kingdom
RETAIL-15534,2009-12-01,n/a,organic,52.98,United Kingdom
RETAIL-15535,2010-09-01,n/a,organic,25.76,United Kingdom
RETAIL-15536,2010-10-01,n/a,paid_social,218.2,United Kingdom
RETAIL-15537,2011-06-01,n/a,referral,66.1,United Kingdom
RETAIL-15538,2010-02-01,n/a,organic,37.92,United Kingdom
RETAIL-15539,2011-12-01,n/a,paid_search,134.72,United Kingdom
RETAIL-15540,2010-11-01,n/a,paid_social,180.42,United Kingdom
RETAIL-15541,2011-08-01,n/a,paid_search,110.04,United Kingdom
RETAIL-15542,2009-12-01,n/a,paid_search,114.51,United Kingdom
RETAIL-15543,2010-09-01,n/a,referral,55.24,United Kingdom
RETAIL-15544,2010-01-01,n/a,referral,56.04,United Kingdom
RETAIL-15545,2010-12-01,n/a,referral,64.18,United Kingdom
RETAIL-15546,2010-04-01,n/a,paid_social,175.49,United Kingdom
RETAIL-15547,2009-12-01,n/a,paid_social,195.39,United Kingdom
RETAIL-15548,2010-04-01,n/a,referral,49.99,United Kingdom
RETAIL-15549,2010-01-01,n/a,paid_social,207.97,United Kingdom
RETAIL-15550,2009-12-01,n/a,paid_search,86.6,United Kingdom
RETAIL-15551,2010-06-01,n/a,paid_search,170.99,United Kingdom
RETAIL-15552,2010-03-01,n/a,organic,36.78,United Kingdom
RETAIL-15553,2011-10-01,n/a,organic,61.24,United Kingdom
RETAIL-15554,2011-03-01,n/a,organic,36.8,United Kingdom
RETAIL-15555,2009-12-01,n/a,paid_social,203.0,United Kingdom
RETAIL-15556,2011-11-01,n/a,paid_social,248.46,United Kingdom
RETAIL-15557,2011-11-01,n/a,paid_social,178.75,United Kingdom
RETAIL-15558,2010-03-01,n/a,paid_social,234.17,United Kingdom
RETAIL-15559,2010-05-01,n/a,paid_social,271.4,United Kingdom
RETAIL-15560,2010-11-01,n/a,referral,56.22,United Kingdom
RETAIL-15561,2010-02-01,n/a,paid_search,112.12,United Kingdom
RETAIL-15562,2009-12-01,n/a,organic,52.75,United Kingdom
RETAIL-15563,2010-01-01,n/a,paid_search,151.12,United Kingdom
RETAIL-15564,2010-02-01,n/a,organic,32.97,United Kingdom
RETAIL-15565,2011-09-01,n/a,paid_social,251.25,United Kingdom
RETAIL-15566,2009-12-01,n/a,paid_social,180.13,United Kingdom
RETAIL-15567,2011-11-01,n/a,organic,31.72,United Kingdom
RETAIL-15568,2011-09-01,n/a,paid_search,150.08,United Kingdom
RETAIL-15569,2010-02-01,n/a,paid_social,116.63,United Kingdom
RETAIL-15570,2010-03-01,n/a,organic,49.68,United Kingdom
RETAIL-15571,2009-12-01,n/a,paid_search,124.92,United Kingdom
RETAIL-15572,2010-04-01,n/a,referral,35.3,United Kingdom
RETAIL-15573,2009-12-01,n/a,paid_search,142.82,United Kingdom
RETAIL-15574,2010-09-01,n/a,paid_social,249.59,United Kingdom
RETAIL-15575,2010-03-01,n/a,paid_search,139.16,United Kingdom
RETAIL-15576,2011-11-01,n/a,organic,45.88,United Kingdom
RETAIL-15577,2009-12-01,n/a,paid_search,128.85,United Kingdom
RETAIL-15578,2011-06-01,n/a,paid_search,142.85,United Kingdom
RETAIL-15579,2010-10-01,n/a,organic,22.53,United Kingdom
RETAIL-15580,2010-02-01,n/a,organic,46.05,United Kingdom
RETAIL-15581,2009-12-01,n/a,referral,69.6,United Kingdom
RETAIL-15582,2011-05-01,n/a,organic,46.08,United Kingdom
RETAIL-15583,2010-11-01,n/a,organic,33.6,United Kingdom
RETAIL-15584,2010-02-01,n/a,paid_search,142.88,United Kingdom
RETAIL-15585,2011-06-01,n/a,paid_social,237.39,United Kingdom
RETAIL-15586,2010-01-01,n/a,referral,73.79,United Kingdom
RETAIL-15587,2010-08-01,n/a,paid_search,115.33,United Kingdom
RETAIL-15588,2010-01-01,n/a,paid_search,108.22,United Kingdom
RETAIL-15589,2011-02-01,n/a,paid_search,119.72,United Kingdom
RETAIL-15590,2010-04-01,n/a,paid_search,144.67,United Kingdom
RETAIL-15591,2010-02-01,n/a,organic,41.88,United Kingdom
RETAIL-15592,2011-10-01,n/a,paid_social,199.5,United Kingdom
RETAIL-15593,2011-09-01,n/a,organic,42.37,United Kingdom
RETAIL-15594,2011-04-01,n/a,organic,34.86,United Kingdom
RETAIL-15595,2010-08-01,n/a,referral,65.19,United Kingdom
RETAIL-15596,2010-07-01,n/a,paid_search,177.14,United Kingdom
RETAIL-15597,2010-05-01,n/a,paid_search,179.38,United Kingdom
RETAIL-15598,2010-10-01,n/a,organic,33.88,United Kingdom
RETAIL-15599,2010-09-01,n/a,paid_social,264.82,United Kingdom
RETAIL-15600,2010-04-01,n/a,paid_search,149.62,United Kingdom
RETAIL-15601,2009-12-01,n/a,paid_social,205.84,United Kingdom
RETAIL-15602,2009-12-01,n/a,referral,66.85,United Kingdom
RETAIL-15603,2010-03-01,n/a,organic,33.02,United Kingdom
RETAIL-15604,2011-10-01,n/a,organic,36.99,United Kingdom
RETAIL-15605,2010-01-01,n/a,paid_search,165.92,United Kingdom
RETAIL-15606,2010-03-01,n/a,referral,65.24,United Kingdom
RETAIL-15607,2010-01-01,n/a,referral,89.28,United Kingdom
RETAIL-15608,2010-10-01,n/a,referral,62.92,United Kingdom
RETAIL-15609,2011-06-01,n/a,organic,26.48,United Kingdom
RETAIL-15610,2011-10-01,n/a,referral,41.01,United Kingdom
RETAIL-15611,2010-01-01,n/a,organic,39.26,United Kingdom
RETAIL-15612,2011-10-01,n/a,paid_social,223.78,United Kingdom
RETAIL-15613,2010-04-01,n/a,organic,24.83,United Kingdom
RETAIL-15614,2009-12-01,n/a,paid_social,183.66,United Kingdom
RETAIL-15615,2009-12-01,n/a,paid_social,231.17,United Kingdom
RETAIL-15616,2010-09-01,n/a,referral,44.95,United Kingdom
RETAIL-15617,2010-07-01,n/a,paid_search,144.69,United Kingdom
